2024-10-21T13:38:52.249-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonGeometryCollection as reading converter
2024-10-21T13:38:52.249-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to interface org.springframework.data.mongodb.core.geo.GeoJson as reading converter
2024-10-21T13:38:52.249-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.LocalDateTime as reading converter
2024-10-21T13:38:52.249-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.LocalDateTime to class java.util.Date as writing converter
2024-10-21T13:38:52.250-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.LocalDate as reading converter
2024-10-21T13:38:52.251-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.LocalDate to class java.util.Date as writing converter
2024-10-21T13:38:52.252-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.LocalTime as reading converter
2024-10-21T13:38:52.252-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.LocalTime to class java.util.Date as writing converter
2024-10-21T13:38:52.253-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.Instant as reading converter
2024-10-21T13:38:52.253-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.Instant to class java.util.Date as writing converter
2024-10-21T13:38:52.253-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Skipping converter from class java.time.LocalDateTime to class java.time.Instant as reading converter class java.time.LocalDateTime is not a store supported simple type
2024-10-21T13:38:52.254-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Skipping converter from class java.time.Instant to class java.time.LocalDateTime as reading converter class java.time.Instant is not a store supported simple type
2024-10-21T13:38:52.254-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.ZoneId to class java.lang.String as writing converter
2024-10-21T13:38:52.254-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.ZoneId as reading converter
2024-10-21T13:38:52.254-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.Duration to class java.lang.String as writing converter
2024-10-21T13:38:52.254-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.Duration as reading converter
2024-10-21T13:38:52.255-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.Period to class java.lang.String as writing converter
2024-10-21T13:38:52.255-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.Period as reading converter
2024-10-21T13:38:52.255-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.LocalDate as reading converter
2024-10-21T13:38:52.255-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.LocalDateTime as reading converter
2024-10-21T13:38:52.255-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.Instant as reading converter
2024-10-21T13:38:52.258-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mongoManagedTypes'
2024-10-21T13:38:52.259-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoManagedTypes' via factory method to bean named 'org.springframework.context.annotation.AnnotationConfigApplicationContext@7cded739'
2024-10-21T13:38:52.265-06:00 DEBUG 4184 --- [pois-api] [restartedMain] ssPathScanningCandidateComponentProvider : Identified candidate component class: file [D:\Program Files (x86)\Eclipse\pois-api\target\classes\com\geomatic\pois_api\domain\Poi.class]
2024-10-21T13:38:52.266-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMappingContext' via factory method to bean named 'spring.data.mongodb-org.springframework.boot.autoconfigure.mongo.MongoProperties'
2024-10-21T13:38:52.267-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMappingContext' via factory method to bean named 'mongoCustomConversions'
2024-10-21T13:38:52.267-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoMappingContext' via factory method to bean named 'mongoManagedTypes'
2024-10-21T13:38:52.308-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.beans.CachedIntrospectionResults     : Not strongly caching class [com.geomatic.pois_api.domain.Poi] because it is not cache-safe
2024-10-21T13:38:52.337-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.beans.CachedIntrospectionResults     : Not strongly caching class [com.geomatic.pois_api.domain.Poi$Coordenadas] because it is not cache-safe
2024-10-21T13:38:52.347-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'liveReloadServerEventListener'
2024-10-21T13:38:52.348-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$LiveReloadConfiguration'
2024-10-21T13:38:52.352-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'optionalLiveReloadServer'
2024-10-21T13:38:52.354-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.devtools-org.springframework.boot.devtools.autoconfigure.DevToolsProperties'
2024-10-21T13:38:52.359-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'liveReloadServer' via factory method to bean named 'spring.devtools-org.springframework.boot.devtools.autoconfigure.DevToolsProperties'
2024-10-21T13:38:52.364-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optionalLiveReloadServer' via factory method to bean named 'liveReloadServer'
2024-10-21T13:38:52.365-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.d.livereload.LiveReloadServer      : Starting live reload server on port 35729
2024-10-21T13:38:52.368-06:00  INFO 4184 --- [pois-api] [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2024-10-21T13:38:52.369-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'liveReloadServerEventListener' via factory method to bean named 'optionalLiveReloadServer'
2024-10-21T13:38:52.373-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mappingMongoConverter' via factory method to bean named 'mongoMappingContext'
2024-10-21T13:38:52.373-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mappingMongoConverter' via factory method to bean named 'mongoCustomConversions'
2024-10-21T13:38:52.381-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Locale to class java.lang.String as writing converter
2024-10-21T13:38:52.381-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.Character to class java.lang.String as writing converter
2024-10-21T13:38:52.381-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.math.BigDecimal to class java.lang.String as writing converter
2024-10-21T13:38:52.381-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.math.BigDecimal to class org.bson.types.Decimal128 as writing converter
2024-10-21T13:38:52.381-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.math.BigDecimal as reading converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.types.Decimal128 to class java.math.BigDecimal as reading converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.math.BigInteger to class java.lang.String as writing converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.math.BigInteger as reading converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.net.URL to class java.lang.String as writing converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.net.URL as reading converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class java.lang.String as reading converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.query.Term to class java.lang.String as writing converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.script.NamedMongoScript to class org.bson.Document as writing converter
2024-10-21T13:38:52.382-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.script.NamedMongoScript as reading converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Currency to class java.lang.String as writing converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.util.Currency as reading converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.concurrent.atomic.AtomicInteger to class java.lang.Integer as writing converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.concurrent.atomic.AtomicLong to class java.lang.Long as writing converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.Long to class java.util.concurrent.atomic.AtomicLong as reading converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.Integer to class java.util.concurrent.atomic.AtomicInteger as reading converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.types.Binary to class [B as reading converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.BsonTimestamp to class java.time.Instant as reading converter
2024-10-21T13:38:52.383-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.BsonUndefined to class java.lang.Object as reading converter
2024-10-21T13:38:52.385-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.net.URI as reading converter
2024-10-21T13:38:52.386-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.net.URI to class java.lang.String as writing converter
2024-10-21T13:38:52.386-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Box to class org.bson.Document as writing converter
2024-10-21T13:38:52.386-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Polygon to class org.bson.Document as writing converter
2024-10-21T13:38:52.386-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Circle to class org.bson.Document as writing converter
2024-10-21T13:38:52.387-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.geo.Sphere to class org.bson.Document as writing converter
2024-10-21T13:38:52.387-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.geo.Box as reading converter
2024-10-21T13:38:52.387-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.geo.Polygon as reading converter
2024-10-21T13:38:52.387-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.geo.Circle as reading converter
2024-10-21T13:38:52.387-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.Sphere as reading converter
2024-10-21T13:38:52.388-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.geo.Point as reading converter
2024-10-21T13:38:52.388-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.geo.Point to class org.bson.Document as writing converter
2024-10-21T13:38:52.388-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.query.GeoCommand to class org.bson.Document as writing converter
2024-10-21T13:38:52.388-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from interface org.springframework.data.mongodb.core.geo.GeoJson to class org.bson.Document as writing converter
2024-10-21T13:38:52.389-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.geo.GeoJsonPoint to class org.bson.Document as writing converter
2024-10-21T13:38:52.389-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.springframework.data.mongodb.core.geo.GeoJsonPolygon to class org.bson.Document as writing converter
2024-10-21T13:38:52.389-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonPoint as reading converter
2024-10-21T13:38:52.390-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonPolygon as reading converter
2024-10-21T13:38:52.390-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonLineString as reading converter
2024-10-21T13:38:52.390-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonMultiLineString as reading converter
2024-10-21T13:38:52.390-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonMultiPoint as reading converter
2024-10-21T13:38:52.391-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonMultiPolygon as reading converter
2024-10-21T13:38:52.391-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to class org.springframework.data.mongodb.core.geo.GeoJsonGeometryCollection as reading converter
2024-10-21T13:38:52.391-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class org.bson.Document to interface org.springframework.data.mongodb.core.geo.GeoJson as reading converter
2024-10-21T13:38:52.393-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.LocalDateTime as reading converter
2024-10-21T13:38:52.393-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.LocalDateTime to class java.util.Date as writing converter
2024-10-21T13:38:52.393-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.LocalDate as reading converter
2024-10-21T13:38:52.394-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.LocalDate to class java.util.Date as writing converter
2024-10-21T13:38:52.394-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.LocalTime as reading converter
2024-10-21T13:38:52.394-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.LocalTime to class java.util.Date as writing converter
2024-10-21T13:38:52.395-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.util.Date to class java.time.Instant as reading converter
2024-10-21T13:38:52.395-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.Instant to class java.util.Date as writing converter
2024-10-21T13:38:52.395-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Skipping converter from class java.time.LocalDateTime to class java.time.Instant as reading converter class java.time.LocalDateTime is not a store supported simple type
2024-10-21T13:38:52.395-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Skipping converter from class java.time.Instant to class java.time.LocalDateTime as reading converter class java.time.Instant is not a store supported simple type
2024-10-21T13:38:52.396-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.ZoneId to class java.lang.String as writing converter
2024-10-21T13:38:52.396-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.ZoneId as reading converter
2024-10-21T13:38:52.396-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.Duration to class java.lang.String as writing converter
2024-10-21T13:38:52.397-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.Duration as reading converter
2024-10-21T13:38:52.397-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.time.Period to class java.lang.String as writing converter
2024-10-21T13:38:52.397-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.Period as reading converter
2024-10-21T13:38:52.397-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.LocalDate as reading converter
2024-10-21T13:38:52.398-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.LocalDateTime as reading converter
2024-10-21T13:38:52.398-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.data.convert.CustomConversions       : Adding converter from class java.lang.String to class java.time.Instant as reading converter
2024-10-21T13:38:52.440-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoTemplate' via factory method to bean named 'mongoDatabaseFactory'
2024-10-21T13:38:52.440-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'mongoTemplate' via factory method to bean named 'mappingMongoConverter'
2024-10-21T13:38:52.481-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.d.r.c.s.RepositoryFactorySupport     : Initializing repository instance for com.geomatic.pois_api.repository.PoiRepository…
2024-10-21T13:38:52.520-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.d.r.c.s.RepositoryFactorySupport     : Finished creation of repository instance for com.geomatic.pois_api.repository.PoiRepository.
2024-10-21T13:38:52.526-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration'
2024-10-21T13:38:52.530-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$ClassProxyingConfiguration'
2024-10-21T13:38:52.533-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration'
2024-10-21T13:38:52.533-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration'
2024-10-21T13:38:52.534-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'applicationAvailability'
2024-10-21T13:38:52.536-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration'
2024-10-21T13:38:52.536-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'standardJacksonObjectMapperBuilderCustomizer'
2024-10-21T13:38:52.537-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
2024-10-21T13:38:52.542-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'standardJacksonObjectMapperBuilderCustomizer' via factory method to bean named 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
2024-10-21T13:38:52.544-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jsonMixinModule'
2024-10-21T13:38:52.544-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonMixinConfiguration'
2024-10-21T13:38:52.546-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jsonMixinModuleEntries'
2024-10-21T13:38:52.548-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jsonMixinModuleEntries' via factory method to bean named 'org.springframework.context.annotation.AnnotationConfigApplicationContext@7cded739'
2024-10-21T13:38:52.555-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jsonMixinModule' via factory method to bean named 'org.springframework.context.annotation.AnnotationConfigApplicationContext@7cded739'
2024-10-21T13:38:52.555-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jsonMixinModule' via factory method to bean named 'jsonMixinModuleEntries'
2024-10-21T13:38:52.559-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jsonComponentModule'
2024-10-21T13:38:52.559-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration'
2024-10-21T13:38:52.569-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar.methodValidationExcludeFilter'
2024-10-21T13:38:52.572-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
2024-10-21T13:38:52.572-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
2024-10-21T13:38:52.573-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jacksonObjectMapper'
2024-10-21T13:38:52.576-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jacksonObjectMapperBuilder' via factory method to bean named 'org.springframework.context.annotation.AnnotationConfigApplicationContext@7cded739'
2024-10-21T13:38:52.578-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jacksonObjectMapperBuilder' via factory method to bean named 'standardJacksonObjectMapperBuilderCustomizer'
2024-10-21T13:38:52.581-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jacksonObjectMapper' via factory method to bean named 'jacksonObjectMapperBuilder'
2024-10-21T13:38:52.592-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizationAutoConfiguration'
2024-10-21T13:38:52.593-06:00 DEBUG 4184 --- [pois-api] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'platformTransactionManagerCustomizers'
